"FriendlyName","Name","Class","Status","InstanceId","HID"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&47","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&47","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&47","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&47","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&48","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&48","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&48","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&48","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&49","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&49","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&49","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&49","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&70","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&70","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&70","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&70","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&71","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&71","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&71","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&71","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&72","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&72","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&72","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&72","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&73","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&73","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&73","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&73","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&74","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&74","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&74","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&74","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&75","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&75","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&75","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&75","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&76","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&76","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&76","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&76","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&77","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&77","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&77","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&77","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&78","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&78","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&78","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&78","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&79","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&79","PCI\VEN_8086&DEV_208E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&79","PCI\VEN_8086&DEV_208E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System","OK","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&79","PCI\VEN_8086&DEV_208E&CC_0880"
"Intel(R) Wi-Fi 6 AX200 160MHz","Intel(R) Wi-Fi 6 AX200 160MHz","Net","OK","PCI\VEN_8086&DEV_2723&SUBSYS_00848086&REV_1A\4&3957722F&0&00E8","PCI\VEN_8086&DEV_2723&SUBSYS_00848086&REV_1A"
"Intel(R) Wi-Fi 6 AX200 160MHz","Intel(R) Wi-Fi 6 AX200 160MHz","Net","OK","PCI\VEN_8086&DEV_2723&SUBSYS_00848086&REV_1A\4&3957722F&0&00E8","PCI\VEN_8086&DEV_2723&SUBSYS_00848086"
"Intel(R) Wi-Fi 6 AX200 160MHz","Intel(R) Wi-Fi 6 AX200 160MHz","Net","OK","PCI\VEN_8086&DEV_2723&SUBSYS_00848086&REV_1A\4&3957722F&0&00E8","PCI\VEN_8086&DEV_2723&CC_028000"
"Intel(R) Wi-Fi 6 AX200 160MHz","Intel(R) Wi-Fi 6 AX200 160MHz","Net","OK","PCI\VEN_8086&DEV_2723&SUBSYS_00848086&REV_1A\4&3957722F&0&00E8","PCI\VEN_8086&DEV_2723&CC_0280"
"Intel(R) C600+/C220+ series chipset SATA RAID Controller","Intel(R) C600+/C220+ series chipset SATA RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_2826&SUBSYS_07381028&REV_00\3&11583659&0&B8","PCI\VEN_8086&DEV_2826&SUBSYS_07381028&REV_00"
"Intel(R) C600+/C220+ series chipset SATA RAID Controller","Intel(R) C600+/C220+ series chipset SATA RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_2826&SUBSYS_07381028&REV_00\3&11583659&0&B8","PCI\VEN_8086&DEV_2826&SUBSYS_07381028"
"Intel(R) C600+/C220+ series chipset SATA RAID Controller","Intel(R) C600+/C220+ series chipset SATA RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_2826&SUBSYS_07381028&REV_00\3&11583659&0&B8","PCI\VEN_8086&DEV_2826&CC_010400"
"Intel(R) C600+/C220+ series chipset SATA RAID Controller","Intel(R) C600+/C220+ series chipset SATA RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_2826&SUBSYS_07381028&REV_00\3&11583659&0&B8","PCI\VEN_8086&DEV_2826&CC_0104"
"TCL 8132 Sound Bar","TCL 8132 Sound Bar","Bluetooth","OK","BTHENUM\DEV_2CFDB3C85F48\7&B265E0C&0&BLUETOOTHDEVICE_2CFDB3C85F48","BTHENUM\Dev_2CFDB3C85F48"
"ACTON III","ACTON III","Bluetooth","OK","BTHENUM\DEV_6C47604EDC78\7&B265E0C&0&BLUETOOTHDEVICE_6C47604EDC78","BTHENUM\Dev_6C47604EDC78"
"PCI-to-PCI Bridge","PCI-to-PCI Bridge","System","OK","PCI\VEN_104C&DEV_8240&SUBSYS_07381028&REV_00\4&2D21E8BE&0&00E6","PCI\VEN_104C&DEV_8240&SUBSYS_07381028&REV_00"
"PCI-to-PCI Bridge","PCI-to-PCI Bridge","System","OK","PCI\VEN_104C&DEV_8240&SUBSYS_07381028&REV_00\4&2D21E8BE&0&00E6","PCI\VEN_104C&DEV_8240&SUBSYS_07381028"
"PCI-to-PCI Bridge","PCI-to-PCI Bridge","System","OK","PCI\VEN_104C&DEV_8240&SUBSYS_07381028&REV_00\4&2D21E8BE&0&00E6","PCI\VEN_104C&DEV_8240&CC_060400"
"PCI-to-PCI Bridge","PCI-to-PCI Bridge","System","OK","PCI\VEN_104C&DEV_8240&SUBSYS_07381028&REV_00\4&2D21E8BE&0&00E6","PCI\VEN_104C&DEV_8240&CC_0604"
"Signa S2","Signa S2","Bluetooth","OK","BTHENUM\DEV_88D0397F939D\7&B265E0C&0&BLUETOOTHDEVICE_88D0397F939D","BTHENUM\Dev_88D0397F939D"
"Alex’s AirPods","Alex’s AirPods","Bluetooth","OK","BTHENUM\DEV_94B01FA9D419\7&B265E0C&0&BLUETOOTHDEVICE_94B01FA9D419","BTHENUM\Dev_94B01FA9D419"
"Intel(R) PCI Express Root Port #1 - A290","Intel(R) PCI Express Root Port #1 - A290","System","OK","PCI\VEN_8086&DEV_A290&SUBSYS_07381028&REV_F0\3&11583659&0&E0","PCI\VEN_8086&DEV_A290&SUBSYS_07381028&REV_F0"
"Intel(R) PCI Express Root Port #1 - A290","Intel(R) PCI Express Root Port #1 - A290","System","OK","PCI\VEN_8086&DEV_A290&SUBSYS_07381028&REV_F0\3&11583659&0&E0","PCI\VEN_8086&DEV_A290&SUBSYS_07381028"
"Intel(R) PCI Express Root Port #1 - A290","Intel(R) PCI Express Root Port #1 - A290","System","OK","PCI\VEN_8086&DEV_A290&SUBSYS_07381028&REV_F0\3&11583659&0&E0","PCI\VEN_8086&DEV_A290&CC_060400"
"Intel(R) PCI Express Root Port #1 - A290","Intel(R) PCI Express Root Port #1 - A290","System","OK","PCI\VEN_8086&DEV_A290&SUBSYS_07381028&REV_F0\3&11583659&0&E0","PCI\VEN_8086&DEV_A290&CC_0604"
"Intel(R) PCI Express Root Port #6 - A295","Intel(R) PCI Express Root Port #6 - A295","System","OK","PCI\VEN_8086&DEV_A295&SUBSYS_07381028&REV_F0\3&11583659&0&E5","PCI\VEN_8086&DEV_A295&SUBSYS_07381028&REV_F0"
"Intel(R) PCI Express Root Port #6 - A295","Intel(R) PCI Express Root Port #6 - A295","System","OK","PCI\VEN_8086&DEV_A295&SUBSYS_07381028&REV_F0\3&11583659&0&E5","PCI\VEN_8086&DEV_A295&SUBSYS_07381028"
"Intel(R) PCI Express Root Port #6 - A295","Intel(R) PCI Express Root Port #6 - A295","System","OK","PCI\VEN_8086&DEV_A295&SUBSYS_07381028&REV_F0\3&11583659&0&E5","PCI\VEN_8086&DEV_A295&CC_060400"
"Intel(R) PCI Express Root Port #6 - A295","Intel(R) PCI Express Root Port #6 - A295","System","OK","PCI\VEN_8086&DEV_A295&SUBSYS_07381028&REV_F0\3&11583659&0&E5","PCI\VEN_8086&DEV_A295&CC_0604"
"Intel(R) PCI Express Root Port #7 - A296","Intel(R) PCI Express Root Port #7 - A296","System","OK","PCI\VEN_8086&DEV_A296&SUBSYS_07381028&REV_F0\3&11583659&0&E6","PCI\VEN_8086&DEV_A296&SUBSYS_07381028&REV_F0"
"Intel(R) PCI Express Root Port #7 - A296","Intel(R) PCI Express Root Port #7 - A296","System","OK","PCI\VEN_8086&DEV_A296&SUBSYS_07381028&REV_F0\3&11583659&0&E6","PCI\VEN_8086&DEV_A296&SUBSYS_07381028"
"Intel(R) PCI Express Root Port #7 - A296","Intel(R) PCI Express Root Port #7 - A296","System","OK","PCI\VEN_8086&DEV_A296&SUBSYS_07381028&REV_F0\3&11583659&0&E6","PCI\VEN_8086&DEV_A296&CC_060400"
"Intel(R) PCI Express Root Port #7 - A296","Intel(R) PCI Express Root Port #7 - A296","System","OK","PCI\VEN_8086&DEV_A296&SUBSYS_07381028&REV_F0\3&11583659&0&E6","PCI\VEN_8086&DEV_A296&CC_0604"
"Intel(R) PCI Express Root Port #9 - A298","Intel(R) PCI Express Root Port #9 - A298","System","OK","PCI\VEN_8086&DEV_A298&SUBSYS_07381028&REV_F0\3&11583659&0&E8","PCI\VEN_8086&DEV_A298&SUBSYS_07381028&REV_F0"
"Intel(R) PCI Express Root Port #9 - A298","Intel(R) PCI Express Root Port #9 - A298","System","OK","PCI\VEN_8086&DEV_A298&SUBSYS_07381028&REV_F0\3&11583659&0&E8","PCI\VEN_8086&DEV_A298&SUBSYS_07381028"
"Intel(R) PCI Express Root Port #9 - A298","Intel(R) PCI Express Root Port #9 - A298","System","OK","PCI\VEN_8086&DEV_A298&SUBSYS_07381028&REV_F0\3&11583659&0&E8","PCI\VEN_8086&DEV_A298&CC_060400"
"Intel(R) PCI Express Root Port #9 - A298","Intel(R) PCI Express Root Port #9 - A298","System","OK","PCI\VEN_8086&DEV_A298&SUBSYS_07381028&REV_F0\3&11583659&0&E8","PCI\VEN_8086&DEV_A298&CC_0604"
"Intel(R) PMC - A2A1","Intel(R) PMC - A2A1","System","OK","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028&REV_00\3&11583659&0&FA","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028&REV_00"
"Intel(R) PMC - A2A1","Intel(R) PMC - A2A1","System","OK","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028&REV_00\3&11583659&0&FA","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028"
"Intel(R) PMC - A2A1","Intel(R) PMC - A2A1","System","OK","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028&REV_00\3&11583659&0&FA","PCI\VEN_8086&DEV_A2A1&CC_058000"
"Intel(R) PMC - A2A1","Intel(R) PMC - A2A1","System","OK","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028&REV_00\3&11583659&0&FA","PCI\VEN_8086&DEV_A2A1&CC_0580"
"Intel(R) SMBUS - A2A3","Intel(R) SMBUS - A2A3","System","OK","PCI\VEN_8086&DEV_A2A3&SUBSYS_07381028&REV_00\3&11583659&0&FC","PCI\VEN_8086&DEV_A2A3&SUBSYS_07381028&REV_00"
"Intel(R) SMBUS - A2A3","Intel(R) SMBUS - A2A3","System","OK","PCI\VEN_8086&DEV_A2A3&SUBSYS_07381028&REV_00\3&11583659&0&FC","PCI\VEN_8086&DEV_A2A3&SUBSYS_07381028"
"Intel(R) SMBUS - A2A3","Intel(R) SMBUS - A2A3","System","OK","PCI\VEN_8086&DEV_A2A3&SUBSYS_07381028&REV_00\3&11583659&0&FC","PCI\VEN_8086&DEV_A2A3&CC_0C0500"
"Intel(R) SMBUS - A2A3","Intel(R) SMBUS - A2A3","System","OK","PCI\VEN_8086&DEV_A2A3&SUBSYS_07381028&REV_00\3&11583659&0&FC","PCI\VEN_8086&DEV_A2A3&CC_0C05"
"Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","USB","OK","PCI\VEN_8086&DEV_A2AF&SUBSYS_07381028&REV_00\3&11583659&0&A0","PCI\VEN_8086&DEV_A2AF&SUBSYS_07381028&REV_00"
"Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","USB","OK","PCI\VEN_8086&DEV_A2AF&SUBSYS_07381028&REV_00\3&11583659&0&A0","PCI\VEN_8086&DEV_A2AF&SUBSYS_07381028"
"Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","USB","OK","PCI\VEN_8086&DEV_A2AF&SUBSYS_07381028&REV_00\3&11583659&0&A0","PCI\VEN_8086&DEV_A2AF&CC_0C0330"
"Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)","USB","OK","PCI\VEN_8086&DEV_A2AF&SUBSYS_07381028&REV_00\3&11583659&0&A0","PCI\VEN_8086&DEV_A2AF&CC_0C03"
"Intel(R) Thermal subsystem - A2B1","Intel(R) Thermal subsystem - A2B1","System","OK","PCI\VEN_8086&DEV_A2B1&SUBSYS_07381028&REV_00\3&11583659&0&A2","PCI\VEN_8086&DEV_A2B1&SUBSYS_07381028&REV_00"
"Intel(R) Thermal subsystem - A2B1","Intel(R) Thermal subsystem - A2B1","System","OK","PCI\VEN_8086&DEV_A2B1&SUBSYS_07381028&REV_00\3&11583659&0&A2","PCI\VEN_8086&DEV_A2B1&SUBSYS_07381028"
